#  Synthetic 3D MT data written in Matlab [2025-01-28] 
#  Period(s) Code GG_Lat GG_Lon X(m) Y(m) Z(m) Component Real Imag Error HxAzi HyAzi ExAzi EyAzi
>  Full_Impedance
>  exp(-i\omega t)
>  [V/m]/[T]
>     0.00
>     0.000    0.000
>      4   198
 1.000000E+00             006-006                 0.000    0.000      41000.000      39375.000          0.000     ZXX  -1.454489E+03  -3.065811E+01   1.000000E+13    0.000   90.000    0.000   90.000
 1.000000E+00             006-006                 0.000    0.000      41000.000      39375.000          0.000     ZXY   1.131699E+04  -1.283951E+04   1.000000E+13    0.000   90.000    0.000   90.000
 1.000000E+00             006-006                 0.000    0.000      41000.000      39375.000          0.000     ZYX  -1.812760E+04   1.663259E+04   1.000000E+13    0.000   90.000    0.000   90.000
 1.000000E+00             006-006                 0.000    0.000      41000.000      39375.000          0.000     ZYY   3.066261E+03  -3.657190E+02   1.000000E+13    0.000   90.000    0.000   90.000
 1.000000E+01             006-006                 0.000    0.000      41000.000      39375.000          0.000     ZXX  -9.885074E+02   4.681734E+02   1.000000E+13    0.000   90.000    0.000   90.000
 1.000000E+01             006-006                 0.000    0.000      41000.000      39375.000          0.000     ZXY   3.906313E+03  -3.613552E+03   1.000000E+13    0.000   90.000    0.000   90.000
 1.000000E+01             006-006                 0.000    0.000      41000.000      39375.000          0.000     ZYX  -6.499416E+03   5.797753E+03   1.000000E+13    0.000   90.000    0.000   90.000
 1.000000E+01             006-006                 0.000    0.000      41000.000      39375.000          0.000     ZYY   2.123961E+03  -8.513452E+02   1.000000E+13    0.000   90.000    0.000   90.000
 1.000000E+02             006-006                 0.000    0.000      41000.000      39375.000          0.000     ZXX  -3.293453E+02   2.763252E+02   1.000000E+13    0.000   90.000    0.000   90.000
 1.000000E+02             006-006                 0.000    0.000      41000.000      39375.000          0.000     ZXY   1.315059E+03  -1.259073E+03   1.000000E+13    0.000   90.000    0.000   90.000
 1.000000E+02             006-006                 0.000    0.000      41000.000      39375.000          0.000     ZYX  -2.071107E+03   2.019770E+03   1.000000E+13    0.000   90.000    0.000   90.000
 1.000000E+02             006-006                 0.000    0.000      41000.000      39375.000          0.000     ZYY   7.869098E+02  -6.139160E+02   1.000000E+13    0.000   90.000    0.000   90.000
 1.000000E+03             006-006                 0.000    0.000      41000.000      39375.000          0.000     ZXX  -8.073163E+01   1.085295E+02   1.000000E+13    0.000   90.000    0.000   90.000
